category,id,title,description,description2
Brazilian_telenovelas,34322978,Belíssima,"Belíssima is a Brazilian telenovela that was produced and aired by TV Globo between November 7, 2005, and July 7, 2006, as the 8pm telenovela of the station, with a total of 209 chapters. It was written by Sílvio de Abreu in collaboration with Sérgio Marques and Vinícius Vianna, directed by Flávia Lacerda, Gustavo Fernandez and Natália Grimberg, with the general direction of Carlos Araújo, Luiz Henrique Rios and Denise Saraceni. It was produced by Denise Saraceni core, with Carmen Righetto research.,Featured Glória Pires, Fernanda Montenegro, Cláudia Abreu, Carolina Ferraz, Marcello Antony, Cláudia Raia, Reynaldo Gianecchini, Camila Pitanga, Alexandre Borges, Lima Duarte, Irene Ravache and Tony Ramos in the lead roles.",
Brazilian_telenovelas,33172624,O Bem-Amado,"O Bem-Amado is a Brazilian telenovela that first aired on Rede Globo in 1973. It is based on a play by Dias Gomes called Odorico, o Bem-Amado ou Os Mistérios do Amor e da Morte, written in 1962. It was the first Brazilian color telenovela. It was shot in Rio de Janeiro.,A notable feature of this telenovela was its music, composed by Vinícius de Moraes and Toquinho.",
Brazilian_telenovelas,15507064,Beto Rockfeller,"Beto Rockfeller is a Brazilian telenovela produced by TV Tupi and aired from November 4, 1968, to November 30, 1969. It was created by Cassiano Gabus Mendes, written by Bráulio Pedroso and directed by Lima Duarte and Walter Avancini.",
Brazilian_telenovelas,61443925,Bom Sucesso (TV series),"Bom Sucesso (English: A Life Worth Living) is a Brazilian telenovela produced and broadcast by Rede Globo. It premiered on 29 July 2019, replacing Verão 90, and ended on 24 January 2020, replaced by Salve-se Quem Puder.It stars Grazi Massafera, Rômulo Estrela, David Junior, Antônio Fagundes, Ingrid Guimarães, Fabiula Nascimento, Armando Babaioff and Sheron Menezzes in the main roles.,,",
Brazilian_telenovelas,43846392,Boogie Oogie,"Boogie Oogie is a Brazilian telenovela produced and broadcast by Rede Globo. It premiered on 4 August 2014, replacing Meu Pedacinho de Chão and ended on 6 March 2015, replaced by Sete Vidas.It was created by Rui Vilhena and starred Ísis Valverde, Bianca Bin, Marco Pigossi, Deborah Secco, Heloísa Périssé, Fabiula Nascimento, José Loreto, Betty Faria, Francisco Cuoco, Guilherme Fontes, Daniel Dantas, Alice Wegmann, Sandra Corveloni, Rita Elmôr, Bruno Garcia, Alexandra Richter, Fabrício Boliveira, Letícia Spiller, Marco Ricca, Giulia Gam and Alessandra Negrini.",
Brazilian_telenovelas,16450798,Brasileiras e Brasileiros,"Brasileiros e Brasileiras is a Brazilian telenovela shown in some schedules SBT between November 5, 1990 and May 14, 1991. Writing for the show was done by Carlos Alberto Sofredini and Walter Avancini, who also directed it. The show was a co-production of the Miksom.",
Brazilian_telenovelas,51195430,Bravo! (TV series),"Bravo! is a Brazilian telenovela produced and broadcast by Rede Globo. It premiered on 16 June 1975 and ended on 30 January 1976, with a total of 179 episodes. It's the sixteenth 'novela das sete' to be aired at the timeslot. It is created by Janete Clair and Gilberto Braga, directed by Fábio Sabag with Reynaldo Boury.",
Brazilian_telenovelas,54003740,Brega e Chique,"Brega e Chique is a 1987 Brazilian telenovela created by Cassiano Gabus Mendes, and starring Gloria Menezes and Marília Pêra.",
Brazilian_telenovelas,50865565,Brilhante (TV series),"Brilhante is a Brazilian telenovela produced and broadcast by Rede Globo. It premiered on 28 September 1981 and ended on 26 March 1982, with a total of 155 episodes. It's the twenty seventh 'novela das oito' to be aired on the timeslot. It is created and written by Gilberto Braga and directed by Daniel Filho.",
Brazilian_telenovelas,50924244,A Cabana do Pai Tomás,"A Cabana do Pai Tomás is a Brazilian telenovela produced and broadcast by Rede Globo. It is based on Harriet Beecher Stowe's Uncle Tom's Cabin.  It premiered on 7 July 1969 and ended on 28 February 1970, with a total of 204 episodes. It was the sixth 'novela das sete' to be aired at the timeslot. It was created by Hedy Maia, Glória Magadan, Walther Negrão and directed by Fábio Sabag.",
Brazilian_telenovelas,34323307,Cabocla,"Cabocla (the feminine of caboclo) was a Brazilian soap opera epic produced andshown by Rede Globo from May 10 to November 20, 2004, lasting 18 hours.,It featured Vanessa Giácomo, Daniel de Oliveira, Tony Ramos, Patrícia Pillar, Mauro Mendonça, Carolina Kasting, Regiane Alves, Danton Mello, Eriberto Leão, Maria Flor and Malvino Salvador in leading roles.",
Brazilian_telenovelas,54086652,O Cafona,"O Cafona is a 1971 Brazilian telenovela created by Bráulio Pedroso, starring Francisco Cuoco and Marília Pêra in the main roles.",
Brazilian_telenovelas,26909562,Cama de Gato,Cama de Gato (English title: Cat's Cradle) is a Brazilian telenovela produced and broadcast by Rede Globo in 2009 and 2010.,
Brazilian_telenovelas,47757486,Caminho das Índias,"Caminho das Índias (lit: Path to the Indies; English title: India: A Love Story; also known as There, Where the Love Is in Georgia) is a Brazilian telenovela produced by Rede Globo. It ran from 19 January to 11 September 2009, and Telefutura aired an edited Spanish-language version from 5 October 2010 to 25 April 2011. Caminho das Índias is a story of contrasts which examines the differences in beliefs and values of the Eastern and Western world.,The show starred Juliana Paes and Rodrigo Lombardi as the main protagonists and  Letícia Sabatella as the main antagonist. It also starred Tânia Khallil, Débora Bloch, Alexandre Borges and Bruno Gagliasso.,The telenovela was originally screened as six one-hour chapters per week, from Monday to Saturday. It was one of Brazil's highest-rated programs, often appearing at the top of the daily's ratings released by the Brazilian Institute of Public Opinion and Statistics. The average audience share for a chapter reached between 36 and 45 million, with each point equivalent to sixty thousand households tuned on Rede Globo in the Metropolitan Region of São Paulo.",
Brazilian_telenovelas,19421914,Caminhos do Coração,"Caminhos do Coração (English: Ways of the Heart) is a Brazilian telenovela aired on Rede Record. Created by Tiago Santiago and directed by Alexandre Avancini, it was replaced by a spin-off called Os Mutantes: Caminhos do Coração, airing since June 3, 2008.",
Brazilian_telenovelas,16449540,Canavial de Paixões,"Canavial de Paixões (Sugarcane Field of Passions) is a Brazilian telenovela produced and shown by the Sistema Brasileiro de Televisão from 13 October 2003 through 22 March 2004. Based the original text of Caridad Bravo Adams, it was translated into the Portuguese for Enrique Zambelli and Simoni Boer, with supervision of text of Ecila Pedroso and general direction of teledramaturgia of David Grimberg. It had 118 chapters.,Bianca Castanho and Gustavo Haddad are the main protagonists. Débora Duarte, Helena Fernandes, Oscar Magrini are the main antagonists.",
Brazilian_telenovelas,25211406,Caras & Bocas,"Caras & Bocas (English: Watercolors of Love) is a Brazilian telenovela produced and broadcast by Rede Globo, which premiered on 13 April 2009 and ended on 8 January 2010. It was the second-most watched telenovela in Brazil.",
Brazilian_telenovelas,55089963,Carinha de Anjo,"Carinha de Anjo (lit. Angel Face) is a Brazilian children's telenovela created by Rosy Ocampo and written by Íris Abravanel, originally broadcast on SBT In between November 21, 2016 and June 6, 2018. It is a Brazilian remake of the Mexican telenovela Carita de ángel produced by Televisa in 2000.,The plot features Lorena Queiroz, Bia Arantes, Carlo Porto, Priscila Sol, Dani Gondim, Karin Hils, Eliana Guttman and Lucero in the lead roles. Also in the other roles are Sienna Belle, Renata Randel, Maisa Silva and Jean Paulo Campos.",
